站点,Lon,Lat,Alti,PRS,TEM,RHU,PRE_1h,D_Avg_2,Avg_2,VIS,PRS_Sea
56949,  99.60,  22.31, 1079.90,  889.80,    20.90,     98.00,        0.00,    349.00,    0.40,  16200.00,    1007.10
58101, 115.49,  33.88,   41.30, 1002.60,    23.50,    100.00,        0.00, 999999.00,    0.00,   3800.00,    1007.60
54627, 117.23,  38.03,    8.20, 1005.10,    26.00,     77.00,        0.00,    295.00,    1.60,   6300.00,    1006.20
54429, 117.95,  40.20,   54.90,  998.70,    25.80,     68.00,        0.00,     66.00,    0.80,  17500.00,    1005.10
53984, 113.46,  35.23,   82.70,  997.00,    22.50,     88.00,        0.00,    210.00,    1.70,   3400.00,    1006.70
58220, 117.16,  32.42,   45.00, 1001.80,    21.90,     99.00,        1.70,     56.00,    3.60,   2100.00,    1007.20
53890, 114.10,  36.67,  280.10,  974.50,    24.40,     84.00,        0.00,    203.00,    0.90,   4100.00,    1006.40
55597,  91.68,  29.03, 3740.00,  647.70,    14.20,     66.00,        0.00,      7.00,    1.50,  30000.00,     991.80
59446, 109.30,  22.42,   66.60,  998.80,    29.10,     85.00,        0.00,    213.00,    2.50,  16700.00,    1006.50
53357, 110.10,  41.03, 1403.10,  854.40,    22.10,     66.00,        0.00,     44.00,    0.90,  24500.00,    1003.50
54374, 126.88,  41.80,  379.70,  962.80,    21.50,     65.00,        0.00,    136.00,    1.20,   5400.00,    1006.10
54525, 117.28,  39.73,    5.10, 1004.30,    26.70,     75.00,        0.00,    239.00,    1.80,   3700.00,    1005.00
54098, 129.47,  44.33,  267.90,  973.80,    23.20,     71.00,        0.00,    189.00,    1.40,  30000.00,    1004.30
53974, 114.23,  35.61,   70.40,  998.10,    22.30,     98.00,        0.00,    220.00,    3.50,   1800.00,    1006.30
51359,  86.20,  44.32,  471.40,  955.20,    18.20,     71.00,        0.00, 999999.00,    0.10,  30000.00,    1008.30
54702, 115.70,  37.73,   20.70, 1003.90,    24.40,     84.00,        0.00,    204.00,    1.60,   5100.00,    1006.40
54404, 115.83,  40.88,  867.60,  911.00,    20.10,     78.00,        0.00,    105.00,    1.00,  18000.00,    1007.10
54912, 116.50,  35.77,   41.80, 1002.00,    21.50,     99.00,        0.00,    100.00,    0.90,    300.00,    1007.00
54606, 115.74,  38.22,   17.90, 1003.90,    25.30,     81.00,        0.00,    207.00,    1.80,   3500.00,    1006.10
56065, 101.60,  34.73, 3500.00,  665.90,     9.20,     94.00,        0.00,     92.00,    2.20,   9500.00,    1000.40
53735, 108.80,  37.62, 1336.70,  862.40,    20.50,     67.00,        0.00,    178.00,    0.90,  30000.00,    1004.70
56978, 102.42,  23.00, 1642.80,  834.40,    19.20,     93.00,        0.00,    336.00,    1.30,   3100.00,    1008.00
57906, 106.08,  25.18,  566.80,  941.30,    25.40,     81.00,        0.00, 999999.00,    0.00,  24600.00,    1003.60
56879, 102.91,  24.19, 1702.60,  828.10,    17.80,     90.00,        0.00,    359.00,    0.70,  25700.00,    1006.80
52866, 101.73,  36.66, 2434.20,  757.30,    15.60,     82.00,        0.00, 999999.00,    0.00,   9500.00,    1001.60
57095, 114.16,  34.11,   61.10,  999.60,    23.40,     93.00,        0.00,    204.00,    0.80,   3000.00,    1006.80
54777, 122.07,  37.20,  118.00,  992.80,    24.40,     76.00,        0.00,     55.00,    0.90,   9900.00,    1006.50
57206, 105.90,  32.42,  545.40,  942.10,    23.90,     70.00,        0.00,    270.00,    2.80,  30000.00,    1002.90
54520, 117.08,  39.97,   18.10, 1003.30,    26.90,     61.00,        0.00,    322.00,    0.80,  13400.00,    1005.50
52118,  94.70,  43.27, 1728.60,  823.90,    15.70,     41.00,        0.00,    276.00,    2.80,  30000.00,    1005.30
57194, 114.30,  33.27,   53.40, 1000.60,    22.30,     98.00,        0.00,    111.00,    1.00,   8000.00,    1006.90
57732, 108.40,  28.01,  521.50,  944.80,    26.70,     82.00,        0.00, 999999.00,    0.00,  17200.00,    1002.10
51470,  88.12,  43.88, 1942.50,  805.20,    11.10,     68.00,        0.00,    148.00,    3.80,  30000.00,    1010.90
57056, 110.86,  34.54,  484.50,  952.50,    21.60,     84.00,        0.00,     95.00,    0.80,  20300.00,    1007.50
54430, 118.21,  40.78,  330.00,  968.50,    22.10,     81.00,        0.00, 999999.00,    0.10,  13600.00,    1006.10
54597, 115.74,  39.73,  407.70,  959.90,    23.10,     73.00,        0.00,     84.00,    1.00,  22500.00,    1006.10
59037, 108.10,  23.93,  170.80,  986.20,    28.50,     80.00,        0.00,    152.00,    1.50,   8000.00,    1005.50
50658, 125.79,  48.08,  291.00,  970.50,    26.40,     70.00,        0.00,    218.00,    2.00,  25500.00,    1003.20
56984, 103.15,  23.39, 1848.80,  814.20,    19.40,     79.00,        0.00,    162.00,    3.60,  30000.00,    1007.00
56854, 100.13,  24.45, 1108.60,  885.80,    23.20,     94.00,        0.00,     31.00,    0.60,  30000.00,    1004.80
54816, 116.80,  36.52,   98.90,  995.10,    25.20,     80.00,        0.00,    126.00,    1.60,   3800.00,    1006.60
54596, 116.19,  39.77,   48.90,  999.80,    26.00,     71.00,        0.00,    336.00,    0.90,  10900.00,    1005.50
53781, 114.47,  36.87,   67.90,  998.10,    24.30,     90.00,        0.00,    357.00,    1.00,   1900.00,    1006.00
57994, 114.35,  25.40,  215.60,  980.90,    28.10,     81.00,        0.00,    257.00,    1.50,  30000.00,    1005.20
50987, 131.09,  45.26,  219.90,  979.40,    21.70,     86.00,        0.00,      4.00,    2.20,  12100.00,    1004.70
56641,  98.87,  26.90, 1189.70,  877.10,    20.20,     97.00,        0.00,    199.00,    0.70,  29300.00,    1005.30
50878, 130.72,  47.00,   78.20,  994.90,    23.60,     87.00,        0.00,    195.00,    1.00,  11800.00,    1004.00
54613, 116.62,  38.70,    6.90, 1005.20,    26.30,     76.00,        0.00,    225.00,    1.30,   6500.00,    1006.10
51145,  83.65,  46.55,  521.60,  950.60,    16.40,     73.00,        0.00,     66.00,    1.90,  30000.00,    1009.70
57513, 106.63,  29.73,  464.70,  948.60,    26.80,     87.00,        0.00,     52.00,    2.10,  19300.00,     999.70
53894, 114.20,  36.40,  149.30,  989.10,    23.70,     89.00,        0.00,     62.00,    0.30,   3500.00,    1006.30
57431, 108.35,  30.83,  257.00,  971.60,    26.80,     90.00,        0.00,    212.00,    0.90,  14000.00,    1000.40
51542,  84.15,  43.03, 2458.00,  758.20,     3.10,     92.00,        0.00,    270.00,    0.40,  11700.00,    1013.70
57663, 111.96,  28.92,   31.90, 1001.50,    24.80,     89.00,        0.00,    347.00,    1.30,   2800.00,    1005.30
50950, 125.25,  45.70,  148.70,  986.80,    26.70,     80.00,        0.00,    277.00,    1.60,  17900.00,    1003.90
54607, 115.11,  38.70,   47.80, 1000.40,    23.60,     98.00,        0.00,    184.00,    0.90,   4900.00,    1006.10
57196, 114.87,  33.41,   43.60, 1002.30,    23.60,     86.00,        0.00,    126.00,    1.30,   7600.00,    1007.50
56778, 102.65,  25.00, 1888.10,  809.50,    19.10,     81.00,        0.00,    233.00,    1.70,  30000.00,    1005.30
56766, 101.52,  25.31, 1822.00,  815.40,    19.30,     86.00,        0.00,     42.00,    1.30,  16400.00,    1004.80
54636, 116.12,  39.02,   10.30, 1004.30,    25.30,     87.00,        0.00,    277.00,    1.70,   3100.00,    1005.60
53499, 114.73,  40.77,  755.20,  922.70,    22.20,     69.00,        0.00,    239.00,    0.80,  10500.00,    1005.90
51656,  85.82,  41.73,  899.80,  904.90,    19.30,     69.00,        0.00,     84.00,    3.30,  22600.00,    1003.00
57464, 111.18,  30.47,  177.90,  985.80,    21.90,     98.00,        0.10,     86.00,    1.20,   6300.00,    1006.40
56697, 104.08,  26.22, 1984.20,  799.40,    17.50,     81.00,        0.00,    196.00,    2.30,  15400.00,    1004.10
54728, 117.35,  37.77,   10.50, 1004.90,    25.30,     95.00,        0.00,    260.00,    2.50,   3000.00,    1006.20
57682, 113.57,  28.71,  106.30,  992.10,    27.20,    100.00,        0.00, 999999.00,    0.00,   5900.00,    1004.30
54318, 117.73,  41.34,  599.90,  939.20,    21.60,     75.00,        0.00,     99.00,    1.00,  15200.00,    1006.60
59421, 107.17,  22.87,  278.30,  974.70,    26.70,     93.00,        0.00, 999999.00,    0.00,  11800.00,    1006.00
57518, 106.50,  29.33,  506.10,  944.40,    25.80,     93.00,        0.00,    191.00,    0.30,   2600.00,    1000.00
54371, 126.43,  41.93,  520.60,  947.00,    20.30,     71.00,        0.00,    208.00,    0.70,  30000.00,    1005.90
57722, 107.51,  27.78,  807.60,  914.50,    25.10,     90.00,        0.00, 999999.00,    0.00,  11800.00,    1002.30
50659, 126.24,  48.05,  297.00,  969.80,    27.00,     67.00,        0.00,    222.00,    1.30,  21600.00,    1003.30
50852, 126.45,  46.82,  169.10,  984.80,    26.90,     70.00,        0.00,    211.00,    1.20,  30000.00,    1004.20
57921, 107.35,  25.85,  821.20,  914.80,    24.90,     87.00,        0.00,    286.00,    1.00,  14400.00,    1004.10
57089, 113.93,  34.07,   67.20,  999.30,    22.60,     99.00,        0.00,    299.00,    0.80,   2800.00,    1007.20
54644, 117.12,  38.06,   10.50, 1005.00,    26.30,     75.00,        0.00,    255.00,    0.80,   7100.00,    1006.30
57800, 105.37,  26.77, 1457.10,  847.30,    22.20,     75.00,        0.00,    140.00,    0.60,  20000.00,    1000.20
54713, 116.53,  37.88,   14.40, 1004.90,    26.30,     74.00,        0.00,    245.00,    1.20,   5400.00,    1006.70
56757, 100.29,  25.26, 1742.10,  824.10,    20.00,     90.00,        0.00,    183.00,    1.00,  30000.00,    1005.70
53841, 109.32,  36.88, 1068.30,  890.00,    15.70,     99.00,        0.00,    278.00,    0.70,   5100.00,    1007.40
53690, 114.18,  38.85,  281.90,  974.10,    23.20,     98.00,        0.00,    308.00,    0.90,  11400.00,    1006.40
58519, 116.67,  29.00,   40.10,  999.80,    28.50,     84.00,        0.00,    328.00,    1.70,   5700.00,    1004.50
56876, 102.76,  24.29, 1731.10,  824.70,    20.00,     82.00,        0.00,    152.00,    2.10,  27300.00,    1005.30
53688, 114.55,  38.42,  100.30,  994.40,    24.30,     84.00,        0.00,    312.00,    1.10,   7200.00,    1006.10
53972, 112.90,  35.05,  117.50,  992.90,    22.20,     99.00,        0.00,    241.00,    1.60,   5000.00,    1006.60
54533, 118.09,  39.58,    8.90, 1003.90,    27.30,     71.00,        0.00,    300.00,    2.90,   6900.00,    1005.10
57299, 114.89,  32.01,   49.40, 1000.80,    21.40,    100.00,        4.30,     75.00,    2.20,   3700.00,    1006.70
57973, 112.72,  25.75,  329.10,  968.80,    30.30,     65.00,        0.00,    321.00,    1.90,  15800.00,    1005.20
54855, 120.38,  36.40,   47.80, 1000.90,    24.40,     88.00,        0.00,    267.00,    2.00,   4700.00,    1006.60
56878, 102.75,  24.13, 1801.80,  818.70,    19.10,     83.00,        0.00,    188.00,    1.40,  30000.00,    1006.60
51855,  85.55,  38.15, 1247.20,  867.50,    20.20,     57.00,        0.00,    229.00,    0.80,   8600.00,     998.90
56594, 104.07,  27.63, 1035.00,  889.20,    23.70,     90.00,        0.00,    310.00,    1.10,   9900.00,     999.90
51567,  86.60,  42.05, 1055.30,  889.70,    20.70,     53.00,        0.00,    344.00,    1.10,  11900.00,    1003.40
54431, 116.75,  39.85,   19.80, 1002.80,    26.20,     79.00,        0.00,    317.00,    1.20,   2600.00,    1005.20
52982, 103.56,  35.48, 1953.20,  801.50,    15.50,     92.00,        0.00,    282.00,    1.20,  23800.00,    1004.40
54515, 116.70,  39.50,   13.70, 1004.00,    26.20,     76.00,        0.00,    230.00,    1.60,   7600.00,    1005.70
56774, 102.42,  25.50, 1799.10,  817.20,    20.00,     79.00,        0.00,    276.00,    3.40,  18800.00,    1004.10
58607, 115.97,  28.57,   31.90, 1001.00,    29.10,     82.00,        0.00,     69.00,    0.80,   4300.00,    1004.70
54935, 118.43,  35.53,  119.40,  993.20,    23.40,     88.00,        0.00,    261.00,    1.10,   2500.00,    1007.10
57735, 108.82,  27.18,  423.00,  956.60,    26.00,     87.00,        0.00,    130.00,    0.70,  11800.00,    1003.50
57736, 108.85,  27.72,  493.70,  948.80,    24.90,     92.00,        0.00, 999999.00,    0.10,  10900.00,    1003.60
56543,  99.74,  27.85, 3341.50,  680.90,    13.00,     85.00,        0.00,    136.00,    2.20,  30000.00,    1002.70
57916, 106.76,  25.43,  450.30,  955.00,    25.80,     91.00,        0.00, 999999.00,    0.00,  13600.00,    1005.00
57840, 109.20,  26.90,  401.40,  959.20,    26.70,     83.00,        0.00, 999999.00,    0.20,   9500.00,    1003.80
56792, 104.97,  25.78, 1649.40,  831.00,    19.00,     91.00,        0.00, 999999.00,    0.00,  12000.00,    1003.60
57874, 112.39,  26.41,  116.60,  991.50,    30.50,     71.00,        0.00,    242.00,    2.00,   7900.00,    1004.60
59007, 105.05,  24.05, 1249.60,  871.60,    22.50,     84.00,        0.00,     16.00,    0.70,  28000.00,    1004.40
59211, 106.60,  23.90,  174.70,  985.00,    27.90,     86.00,        0.00,    263.00,    1.30,   9100.00,    1004.70
55680,  89.60,  28.92, 4040.00,  626.40,    10.20,     67.00,        0.00,    119.00,    0.80,  30000.00,     997.20
54908, 115.10,  35.27,   57.30,  999.90,    22.60,     92.00,        0.00,    200.00,    1.60,   2100.00,    1006.60
58706, 115.83,  27.42,  181.80,  984.10,    29.80,     74.00,        0.00,    158.00,    0.40,  20700.00,    1004.60
56582, 103.89,  27.75, 1176.20,  875.10,    22.60,     99.00,        0.00,    327.00,    1.00,   3000.00,    1000.40
57081, 113.40,  34.79,  140.90,  990.10,    25.40,     65.00,        0.00,    289.00,    1.20,   6300.00,    1006.30
56751, 100.18,  25.71, 1977.70,  800.00,    18.80,    100.00,        0.10,    321.00,    1.60,  30000.00,    1003.70
53996, 114.65,  36.45,   57.90,  999.80,    22.80,     93.00,        0.00,    192.00,    1.10,   2000.00,    1006.60
58005, 115.54,  34.44,   50.80, 1001.60,    21.40,     98.00,        0.00,    204.00,    0.90,    300.00,    1007.60
54534, 118.10,  39.65,   23.20, 1002.30,    26.80,     71.00,        0.00,    310.00,    2.70,   7300.00,    1005.10
54744, 118.55,  37.58,    8.50, 1005.00,    26.30,     76.00,        0.00,    272.00,    1.40,   5200.00,    1006.10
58345, 119.50,  31.43,    5.90, 1006.30,    20.60,     99.00,        5.50,    102.00,    3.40,   5400.00,    1007.10
58040, 119.13,  34.86,    5.30, 1006.30,    24.00,     88.00,        0.00,    260.00,    0.80,   2800.00,    1007.00
54621, 115.18,  38.18,   38.10, 1001.40,    25.00,     84.00,        0.00,    249.00,    1.10,   8300.00,    1005.90
54439, 118.71,  40.02,   50.90,  999.10,    24.30,     77.00,        0.00,    308.00,    0.90,  14500.00,    1005.10
58612, 116.68,  28.68,   21.10, 1002.20,    29.80,     81.00,        0.00, 999999.00,    0.00,   6300.00,    1004.70
53792, 114.48,  37.45,  113.00,  993.30,    24.30,     96.00,        0.00,    338.00,    0.60,   2500.00,    1006.30
54511, 116.47,  39.80,   31.30, 1001.50,    26.80,     71.00,        0.00,    311.00,    0.80,   5600.00,    1005.20
53995, 114.45,  35.52,   62.10,  999.20,    23.40,     96.00,        0.00,    218.00,    3.40,   2200.00,    1006.50
56586, 103.72,  27.35, 1949.50,  800.90,    19.80,     78.00,        0.00,    144.00,    1.00,  24400.00,    1000.10
57887, 113.11,  26.13,  167.60,  986.00,    29.70,     74.00,        0.00,    181.00,    1.40,  23500.00,    1004.80
51068,  87.48,  47.12,  497.00,  952.90,    17.80,     75.00,        0.00,    203.00,    0.80,  30000.00,    1009.60
57574, 112.43,  29.35,   40.30, 1000.40,    24.50,     99.00,        0.00,      8.00,    2.40,   3700.00,    1005.10
54717, 116.40,  37.63,   17.10, 1004.50,    25.80,     79.00,        0.00,    246.00,    1.70,   3800.00,    1006.60
59205, 105.63,  23.63,  685.80,  930.00,    24.30,     97.00,        0.00,     17.00,    0.60,  30000.00,    1005.30
57942, 110.00,  25.80,  268.00,  975.80,    24.60,     90.00,        0.00,    260.00,    1.10,   5400.00,    1006.10
56649,  99.96,  26.11, 2059.90,  792.40,    18.80,     91.00,        0.00,     35.00,    0.50,  30000.00,    1003.80
57911, 106.65,  26.67, 1299.00,  865.10,    22.70,     86.00,        0.00,    177.00,    3.30,  17200.00,    1002.80
58524, 117.22,  29.37,   87.30,  994.30,    28.90,     84.00,        0.00,     20.00,    1.40,  11000.00,    1004.30
58001, 115.09,  34.43,   56.30, 1000.80,    21.90,     99.00,        0.00,    152.00,    1.10,   3100.00,    1007.40
56691, 104.28,  26.86, 2238.50,  775.00,    16.20,     87.00,        0.00,    154.00,    2.90,  15100.00,    1003.20
57256, 110.78,  32.65,  286.50,  974.70,    20.90,     99.00,        0.00,     24.00,    0.90,  30000.00,    1007.70
57361, 111.27,  31.88,  327.70,  969.90,    20.60,     99.00,        0.10,    264.00,    0.60,  13800.00,    1007.60
57197, 114.35,  32.96,   50.10, 1001.20,    22.40,     97.00,        0.00,    116.00,    0.90,   9300.00,    1007.10
57577, 112.20,  29.41,   33.60, 1001.40,    24.50,     94.00,        0.00,      8.00,    3.10,   4300.00,    1005.40
57688, 113.63,  28.16,  101.10,  993.20,    28.80,     85.00,        0.00,     22.00,    0.90,   9100.00,    1004.70
57876, 112.83,  26.43,  135.00,  989.10,    30.00,     72.00,        0.00,    164.00,    1.60,  15600.00,    1004.30
57584, 113.09,  29.38,   53.00,  999.00,    25.40,    100.00,        0.00,      5.00,    1.30,   4500.00,    1005.20
56871, 102.57,  24.68, 1979.20,  801.20,    18.10,     85.00,        0.00,    101.00,    0.80,  24000.00,    1006.10
56125,  96.47,  32.20, 3643.70,  654.20,    13.70,     85.00,        0.00, 999999.00,    0.00,  11600.00,     993.50
54291, 130.35,  42.79,   43.40, 1002.10,    18.60,     85.00,        0.00,    129.00,    3.70,  29900.00,    1007.30
57895, 114.78,  26.47,  101.60,  993.20,    29.60,     75.00,        0.00,    209.00,    1.30,  30000.00,    1004.80
55598,  91.77,  29.27, 3560.00,  662.30,    14.20,     78.00,        0.00,     63.00,    1.40,  30000.00,     994.50
57294, 113.95,  32.80,  113.70,  994.10,    21.50,     95.00,        0.10,     70.00,    1.50,   7100.00,    1007.40
54518, 116.39,  39.17,    8.90, 1004.60,    25.50,     81.00,        0.00,    197.00,    1.00,   3600.00,    1005.80
57072, 112.76,  34.91,  127.50,  991.90,    22.60,     88.00,        0.00,    245.00,    2.20,   5300.00,    1006.70
51572,  89.25,  42.83,  -48.70, 1007.50,    27.00,     52.00,        0.00,    320.00,    0.60,  12700.00,    1002.20
54512, 116.28,  39.42,   21.40, 1003.20,    25.80,     79.00,        0.00,    302.00,    0.30,   6500.00,    1005.80
51765,  87.70,  40.63,  846.00,  910.10,    20.80,     34.00,        0.00,     95.00,    1.80,  15100.00,    1001.50
57989, 113.76,  25.06,  112.70,  993.20,    28.30,     81.00,        0.00,    137.00,    0.90,  17400.00,    1006.00
53988, 113.72,  35.27,   77.40,  997.60,    22.00,     99.00,        0.00,    208.00,    2.00,   2000.00,    1006.70
54604, 115.29,  38.40,   31.00, 1002.20,    24.70,     84.00,        0.00,    216.00,    1.90,   2800.00,    1005.90
50924, 119.65,  45.55,  860.00,  910.10,    23.30,     63.00,        0.00,    212.00,    1.40,  11600.00,    1004.20
57718, 106.72,  27.10, 1112.30,  882.70,    24.50,     80.00,        0.00,    116.00,    2.50,  25900.00,    1001.40
53899, 114.97,  36.48,   48.50, 1001.20,    22.90,     90.00,        0.00,    206.00,    1.10,   2300.00,    1006.90
50915, 116.97,  45.52,  838.90,  912.30,    23.30,     56.00,        0.00,    171.00,    0.50,  30000.00,    1003.90
53533, 108.71,  39.81, 1414.00,  853.50,    21.20,     62.00,        0.00,    242.00,    3.10,  30000.00,    1002.80
57900, 105.22,  25.83, 1552.70,  840.20,    20.50,     89.00,        0.00,    206.00,    2.90,  20900.00,    1003.30
57558, 110.42,  29.12,  218.50,  979.60,    25.40,     88.00,        0.00,     26.00,    1.40,   8600.00,    1004.40
59038, 108.65,  24.02,  147.50,  988.80,    27.10,     97.00,        0.00,    243.00,    0.70,   7300.00,    1005.50
50880, 131.11,  46.74,  102.30,  992.20,    25.80,     73.00,        0.00,     25.00,    1.10,  18500.00,    1004.10
54135, 122.27,  43.60,  178.70,  984.00,    27.50,     61.00,        0.00,    203.00,    1.60,  22400.00,    1004.30
57710, 106.40,  27.80,  890.30,  904.70,    26.90,     69.00,        0.00,    191.00,    4.30,  30000.00,    1000.10
57947, 109.40,  25.23,  161.50,  987.30,    26.50,     93.00,        0.00,    179.00,    0.60,   4700.00,    1005.60
50842, 124.42,  46.84,  145.40,  986.60,    28.50,     65.00,        0.00,    215.00,    1.90,  24800.00,    1003.20
54851, 120.57,  36.90,   76.90,  997.20,    24.40,     82.00,        0.00,    220.00,    0.50,   3800.00,    1006.10
50246, 124.72,  52.35,  361.90,  960.50,    21.60,     81.00,        0.00,    199.00,    1.80,  30000.00,    1001.50
56497, 104.24,  28.11,  448.80,  950.50,    25.30,     99.00,        0.00,    126.00,    0.40,  11600.00,    1000.40
57154, 110.90,  33.53,  523.00,  948.20,    20.50,     97.00,        0.00, 999999.00,    0.20,   6800.00,    1007.50
56567, 100.86,  27.26, 2367.20,  762.90,    18.30,     80.00,        0.00,    163.00,    2.90,  30000.00,    1000.80
54626, 115.82,  38.42,   13.90, 1004.60,    25.10,     86.00,        0.00,    221.00,    2.20,   4800.00,    1006.30
58022, 117.48,  34.77,   83.40,  997.50,    21.40,     97.00,        0.00,    159.00,    0.90,      0.00,    1007.30
56151, 100.75,  32.93, 3530.00,  665.20,    11.90,     90.00,        0.00, 999999.00,    0.00,  30000.00,     999.80
50434, 121.68,  50.48,  732.60,  922.10,    22.80,     65.00,        0.00,     96.00,    1.30,  30000.00,    1003.60
58658, 120.68,  28.15,   34.30, 1002.10,    28.50,     83.00,        0.00,    102.00,    0.70,   5100.00,    1006.20
57293, 114.98,  32.74,   38.00, 1002.30,    22.10,     99.00,        0.80,     64.00,    1.40,   2100.00,    1006.80
53891, 114.68,  37.02,   43.00, 1001.00,    24.60,     93.00,        0.00,     96.00,    1.00,   2300.00,    1006.10
53599, 114.68,  39.37,  884.40,  909.30,    18.70,     85.00,        0.00,    227.00,    0.70,   8900.00,    1007.70
58701, 115.40,  27.75,   46.50,  999.20,    30.00,     87.00,        0.00,    288.00,    0.50,   6700.00,    1004.50
54871, 122.48,  36.93,    9.80, 1005.30,    22.90,     88.00,        0.00,    168.00,    1.80,  17800.00,    1006.60
53596, 115.16,  38.91,   80.70,  996.50,    25.70,     81.00,        0.00,    151.00,    0.70,   8700.00,    1005.90
54801, 115.48,  36.85,   35.30, 1002.40,    24.10,     94.00,        0.00,    180.00,    2.10,   6500.00,    1006.60
54711, 116.27,  37.67,   15.00, 1004.60,    25.50,     81.00,        0.00,    248.00,    2.10,   3700.00,    1006.50
56836,  97.95,  24.70,  826.70,  915.10,    22.70,     94.00,        0.00,     24.00,    1.10,   9200.00,    1005.90
56969, 101.58,  21.47,  633.40,  937.50,    22.40,    100.00,        0.00,    103.00,    0.30,  25200.00,    1007.80
54301, 115.65,  41.67, 1411.20,  855.00,    19.50,     76.00,        0.00,    146.00,    0.90,  16200.00,    1006.40
57872, 112.60,  26.89,  104.90,  992.60,    31.10,     79.00,        0.00,    198.00,    1.60,  12900.00,    1004.50
53893, 115.00,  36.79,   37.90, 1002.00,    23.10,     91.00,        0.00,    177.00,    2.10,   3200.00,    1006.50
57084, 113.05,  34.49, 1178.40,  878.60,    18.40,     85.00,        0.00,    304.00,    0.70,  24000.00,    1007.90
53985, 113.81,  35.49,  140.70,  990.30,    22.40,     88.00,        0.00,    135.00,    2.10,   2700.00,    1006.60
53362, 111.65,  41.55, 1445.20,  848.10,    21.00,     67.00,        0.00,    178.00,    3.80,  23700.00,    1000.60
54601, 115.64,  38.98,   13.10, 1004.20,    24.60,     85.00,        0.00,    261.00,    0.70,   9600.00,    1005.80
50526, 120.70,  49.28,  668.80,  931.10,    23.20,     64.00,        0.00,     59.00,    1.20,  21100.00,    1005.40
54226, 120.70,  42.33,  400.50,  959.70,    27.30,     53.00,        0.00,    122.00,    0.70,  30000.00,    1004.40
52863, 101.95,  36.82, 2480.00,  752.70,    14.80,     83.00,        0.00,     33.00,    0.40,  12000.00,    1001.40
51573,  89.23,  42.95,   39.30,  997.60,    29.30,     31.00,        0.00,    300.00,    0.70,  30000.00,    1002.10
51639,  82.77,  41.25,  982.50,  897.00,    18.00,     68.00,        0.00,    223.00,    1.40,  28200.00,    1004.60
57643, 109.84,  29.01,  268.20,  973.70,    24.70,     97.00,        0.00, 999999.00,    0.00,   4900.00,    1004.00
59045, 109.78,  24.50,  131.50,  991.00,    28.20,     85.00,        0.00,    335.00,    0.90,  11600.00,    1005.90
50442, 124.12,  50.41,  371.70,  960.20,    24.50,     60.00,        0.00,    312.00,    1.80,  30000.00,    1001.90
59023, 108.03,  24.70,  260.20,  975.40,    27.20,     87.00,        0.00,    287.00,    0.90,  10800.00,    1004.50
57737, 108.12,  27.03,  547.30,  943.00,    24.40,     94.00,        0.00,    223.00,    0.80,  11800.00,    1003.50
53854, 110.07,  36.58,  804.80,  918.00,    17.60,     90.00,        0.00,     73.00,    1.40,   5700.00,    1007.60
56870, 102.18,  24.66, 1600.90,  837.00,    20.60,     79.00,        0.00,    184.00,    3.70,  30000.00,    1005.10
57699, 114.97,  28.23,   93.40,  994.00,    28.40,     82.00,        0.00,     75.00,    0.90,   4500.00,    1004.70
52875, 102.10,  36.50, 2125.00,  784.00,    16.40,     76.00,        0.00,    287.00,    1.20,  20500.00,    1000.00
57992, 114.73,  25.67,  127.00,  990.80,    29.60,     69.00,        0.00,    174.00,    2.00,  30000.00,    1005.20
57298, 114.55,  32.22,   55.40, 1000.20,    21.50,     98.00,        5.50,     57.00,    1.90,   2900.00,    1006.70
57674, 112.38,  28.57,   46.30,  999.50,    26.00,     99.00,        0.00,     26.00,    1.10,   6000.00,    1004.90
57186, 114.06,  33.60,   58.70, 1000.50,    23.80,     80.00,        0.00, 999999.00,    0.00,  14300.00,    1007.40
57957, 110.30,  25.32,  164.40,  987.20,    27.70,     83.00,        0.00,    115.00,    1.10,  22200.00,    1005.80
54723, 117.57,  37.65,   10.10, 1005.30,    25.30,     82.00,        0.00,    271.00,    2.40,   1700.00,    1006.60
56842,  99.18,  24.73, 1471.20,  848.20,    20.30,     88.00,        0.00,     27.00,    1.20,  30000.00,    1004.40
57814, 106.27,  26.42, 1298.20,  864.80,    21.70,     90.00,        0.00,    227.00,    3.00,  20500.00,    1002.80
52869, 101.58,  36.50, 2667.50,  736.70,    15.20,     75.00,        0.00,    311.00,    0.80,  10300.00,    1000.90
54311, 117.77,  41.97,  892.70,  908.10,    19.20,     78.00,        0.00,    355.00,    1.70,  26500.00,    1006.90
58148, 119.34,  33.27,    3.30, 1006.70,    23.20,     87.00,        0.00,    185.00,    2.00,   7500.00,    1007.20
52877, 102.26,  36.10, 2834.70,  722.20,    11.30,     87.00,        0.00,    286.00,    0.30,   7000.00,    1003.80
58629, 117.70,  28.28,  100.30,  993.10,    29.00,     84.00,        0.00,     82.00,    2.60,   9300.00,    1004.50
52974, 102.03,  35.54, 2475.00,  753.70,    14.00,     77.00,        0.00,    204.00,    1.40,  17000.00,    1002.90
57875, 112.69,  26.75,  137.00,  988.70,    30.40,     78.00,        0.00,    163.00,    1.50,   8200.00,    1004.20
57290, 113.91,  32.94,  106.20,  994.80,    21.90,     99.00,        0.70,    110.00,    1.30,   5000.00,    1007.20
58606, 115.90,  28.58,   47.20,  999.10,    29.40,     81.00,        0.00,    103.00,    1.00,   4900.00,    1004.50
